status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
124462251040725_1336892826377189,"b""Looking to set yourself apart this year? \n\nMicrosoft Prot\xc3\xa9g\xc3\xa9 is your opportunity to play a role and have an impact in challenging traditional business processes, and solve real business problems. Prot\xc3\xa9g\xc3\xa9 is highly valued within the company \xe2\x80\x93 finalists not only win prizes, but have direct access to mentoring, career opportunities within the company and exposure to the Australian Senior Leadership Team. Winners receive the Ultimate Microsoft Experience and have lunch with the Managing Director of Microsoft Australia. \n\nThis year, the focus of Microsoft Prot\xc3\xa9g\xc3\xa9 is Digital Transformation. We want you to take on the role of a digital consultant! Analyse how the digital shift is changing Australian industries, and form a strategy on how to reinvent how commercial businesses operate and deliver value to their customers. \n\nRun by Microsoft, this workshop is your opportunity to ask questions, clarify any aspects of the case study, and learn more about what we are looking for. The workshop will cover:\n-\tWhat is Prot\xc3\xa9g\xc3\xa9? \n-\tThe Power of Story Telling \n-\tLogical reasoning in Case Competition, delivered by BusinessOne Consulting \n-\tWhat Microsoft is looking for and best practices for Presentations (including Structure, Submission Process) \n-\tPrevious Prot\xc3\xa9g\xc3\xa9 Winners sharing their personal experience \n-\tOpen Q&A discussion \n\nWe highly recommend attending this workshop if you are looking to set yourself up in the competition. And if that's not enough to convince you to come, there will also be PIZZA! For more information, please visit: https://www.microsoft.com/en-au/protege/""",b'Microsoft Prot\xc3\xa9g\xc3\xa9 Workshop',event,https://www.facebook.com/events/1336892826377189/,2017-03-20 02:21:51,6,0,0
124462251040725_814622532024690,"b""Join the next Postgraduate Business information session for career and program advice from professors, current students and admissions.\n\nDon't miss out on the keynote presented by Hugh Harley, Financial Services leader PwC, on 'Tomorrow's demands on Business'.\n\nREGISTER HERE: http://sydney.edu.au/business/events/2017/student/postgraduate_business_information_session_march23\n\nEvent details:\nWhere: University of Sydney Business School CBD Campus, 133 Castlereagh St, Sydney.\nWhen: 5-7pm | Thursday 23 March""",b'Timeline Photos',photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.166658686821081.1073741825.124462251040725/814622532024690/?type=3,2017-03-19 20:57:02,4,0,0
124462251040725_814017195418557,"b""Registrations for the SUBS + UNSW Business School x EY: Case Competition close today at midnight!! Make sure to sign up here https://goo.gl/forms/bud94pes9eRW4LC32 to secure your team's chance to take on an EY case and win the prize of $1500 and mentoring.\n\nWe are lucky to have Dr Zina O'Leary with us to head the post submission workshop on Wednesday evening, the 29th of March. All case competition teams with a submission will be invited to attend, with teams proceeding to campus heats to be announced at the conclusion of the workshop. Catering will be provided.\n\nEvent page: http://tinyurl.com/SUBSUNSWEYCaseComp""",b'Timeline Photos',photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.166658686821081.1073741825.124462251040725/814017195418557/?type=3,2017-03-18 20:26:53,10,0,0
124462251040725_813002175520059,"b""Wanting to meet some fellow business students, looking to get more involved in uni life or just love playing sport?\n\nNext week kicks off a new year of the Inter-faculty Sports Championship, in which the university's faculties go head to head in a different sport every Wednesday. Join our SUBS SPORTS Facebook group to stay up to date with the details of the weekly events, and score yourself a free Business Society shirt and a Red Bull (courtesy of their sponsorship) if you participate!\n\nhttps://www.facebook.com/groups/615190841974461/""",,status,,2017-03-17 02:30:15,9,0,0
124462251040725_812478942239049,"b'Are you unsure of what finance is about and what career path it may take you to? Do you want to learn more about the financial industry and what it takes to get there?\n\nIf so, UNIT\xe2\x80\x99s Finance 101 event is the perfect opportunity for you! Hear from Terri Dang and Kartik Shastri, USYD students who have had internship experiences at major finance firms. \n\nNO registrations needed for entry, just click Going to be reminded of the event date. Entry is completely free. Catering will be provided.'",b'Finance 101 l UNIT Sydney',event,https://www.facebook.com/events/1498004390251374/,2017-03-16 21:26:05,14,0,0
124462251040725_812475228906087,"b'EY are looking for students who are invested in building a better working world. Applications are open for various student opportunities. Find out which program is right for you and apply today!\n\nFor more information on how and where to apply, visit http://www.ey.com/au/betterbeginsnow'",b'EY Australia Career opportunities',link,http://www.ey.com/au/betterbeginsnow,2017-03-15 23:59:42,13,0,0
124462251040725_812340888919521,"b'Come meet EY representatives at the EY marquee on the law lawns (Eastern Ave) today from 11am-2pm! Rain or shine, jams will be playing, slushies will be served and a giant inflatable dartboard to boot :)'",b'SUBS x EY: Campus Takeover',event,https://www.facebook.com/events/100454630485838/,2017-03-15 17:31:04,9,0,0
124462251040725_812026188950991,b'ONLY 30 TICKETS LEFT for FIRST YEARS CAMP!!  \n\nFREE Sydney Business Shirts will be given out to the best dressed! All alcohol and food will be provided! \n\nTo make this camp being as \xe2\x80\x9clit\xe2\x80\x9d as Shannon noll\xe2\x80\x99s \xe2\x80\x9c what about me\xe2\x80\x9d we have partnered with REDDS to make sure the drinks keep flowing all night. \n\nGet to the event here: https://tinyurl.com/SUBSfirstyearcamp',"b""Photos from Sydney University Business Society - SUBS's post""",photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.166658686821081.1073741825.124462251040725/812024225617854/?type=3,2017-03-15 02:25:33,25,4,0
124462251040725_811521299001480,"b""Macquarie Group Presents: 2017 Female Business Series - Navigating Capital Markets\n\nMacquarie are inviting final and penultimate year female university students to come into their headquarters to learn more about their operating groups and the diverse work undertaken by each of their business groups.\n\nEvent Details:\nDate: Friday 17 March 2017\nTime:  2:00pm to 5:00pm\nLocation: Macquarie Sydney Office\n\nApplications close Wednesday 15 March - don't miss out! \n\nApply today: http://www.careers.macquarie.com/cw/en/job/933564/2017-female-business-series-navigating-capital-markets""",,status,,2017-03-14 02:50:19,9,0,0
124462251040725_811515549002055,"b'BCG are inviting students to apply for their BCG Strategy Academy.  \n\nThis is your opportunity to learn from BCG Consultants and work on your analytical, communication and leadership skills through a series of in-class, hands-on activities and case studies. \n\nRegister before Thursday 30 March via bit.ly/BCGStrategyAcademySYD'",b'Timeline Photos',photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.166658686821081.1073741825.124462251040725/811515549002055/?type=3,2017-03-14 02:30:29,20,2,0
124462251040725_811498062337137,"b'Want to become more employable?\nSeeking career advice?\nNeed to expand your network?\n \nThe Alumni Mentoring Program matches students with alumni for one-to-one career mentoring (May \xe2\x80\x93 Oct). Mentors work in management consulting, big 4 firms, banking & insurance, start-ups, venture capitalism, FMCG.\n \nMentors assist with career planning, finding opportunities, recruitment, and what it\xe2\x80\x99s \xe2\x80\x9creally like\xe2\x80\x9d in industry\nhttp://bit.ly/BSAMP\n \nThe deadline is Friday of Week 4, 31 March. We have over 40 places in the program this year so we need lots of applications!'",b'Timeline Photos',photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.166658686821081.1073741825.124462251040725/811498062337137/?type=3,2017-03-14 02:00:44,10,2,0
124462251040725_811460785674198,"b'Microsoft Prot\xc3\xa9g\xc3\xa9 2017 is here! \n\nApply your skills in a practical context by solving a real business problem. Finalists will have the opportunity to be part of Microsoft\xe2\x80\x99s first-ever Business Hackathon, held across Australia. Winners will also be treated to the ultimate Microsoft experience including lunch with the Managing Director, mentoring and career opportunities at one of the leading tech companies in the world. \n\nLearn more at: https://www.microsoft.com/en-au/protege/\n\nhttps://1drv.ms/v/s!AnpropXm-NJmgUWLc_SVw2A20X3I'",b'Microsoft Prot\xc3\xa9g\xc3\xa9',link,https://www.microsoft.com/en-au/protege/,2017-03-14 00:03:48,21,2,0
124462251040725_810960869057523,"b""REGISTRATIONS ARE NOW OPEN!\n\nThe competition invites teams of 2-4 students, across all University of Sydney faculties, to take on the task of analysing a case by EY.\n\nIf you're up for the challenge, sign up now before the opportunity passes you by! The winning solution receives a $1,500 cash prize and EY mentoring.\n\nhttps://goo.gl/forms/bud94pes9eRW4LC32""",b'SUBS + UNSW Business School x EY: Case Competition',event,https://www.facebook.com/events/754119284746089/,2017-03-13 03:22:43,7,0,0
124462251040725_810935609060049,"b'Looking to gain professional experience by working alongside socially focused organisations to further their long-term objectives? Look no further than Poke!  \n\nPoke! is a student-driven organisation that exists to connect not-for-profits and social enterprises with passionate and social media savvy university students, who are willing to volunteer a minimum of 2 hours of their time and expertise on a weekly basis.\n\nApply to join the Poke! team as a Project Leader in Semester 1, 2017 by filling out the form below.\n\nApplication form: https://form.jotform.co/70688390375871\n\nWebsite: www.thepokeadvantage.com\n\nInquiries: info@thepokeadvantage.com'",b'Home',link,http://www.thepokeadvantage.com/,2017-03-13 03:00:36,28,0,0
124462251040725_809262009227409,"b'EY is hosting a wide range of exciting events throughout March! Follow the links and read about each event as they are opportunities not to miss! These events are highly recommended for anyone considering applying to our graduate or vacationer program.\n\nAssurance Information Session \nWhen: 15 March, 8:30am\nhttps://www.facebook.com/events/1454956174536022/\n\nTax Information Session\nWhen: 15 March, 2:00pm\nhttps://www.facebook.com/events/402743493439500/\n\nFemale Future Leaders\nWhen: 17 March, 8:30am\nhttps://www.facebook.com/events/474473039610004/\n\nTAS Breakfast\nWhen: 21 March, 8:30am\nhttps://www.facebook.com/events/1830097060590075/\n\nSUBS + UNSW Business School x EY: Case Competition\nWhen: 6 April\nhttps://www.facebook.com/events/754119284746089/'","b""Photos from Sydney University Business Society - SUBS's post""",photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.166658686821081.1073741825.124462251040725/809261752560768/?type=3,2017-03-10 18:00:03,5,0,0
124462251040725_808965305923746,"b""Are you considering a major or career in Finance? \n\nJoin the annual AUSFIC Conference, themed around Firms of the Future. Through panels and workshops lead by top senior executives from leading industry firms including Macquarie, Citibank, Bank of America, KWM, Strategy&, CBA and more, you will be given first-hand insight into their perspectives on the future financial landscape and disruptive industry trends. \n\nThrough the profile of speakers and the success of each past conference, the Australian Finance Conference has become the largest student-led initiative in Australia - register now so you don't miss out!\n\nhttps://www.facebook.com/events/1255321591211788/""",b'Ausfic Annual Conference 2017: Firms of the Future',event,https://www.facebook.com/events/1255321591211788/,2017-03-09 18:21:28,3,0,0
124462251040725_808667199286890,"b""Sydney Marketing Society's Subcommittee applications are OPEN RIGHT NOW!!\n\nThey're on the hunt for Marketing, IT, Careers & Sponsorship and Socials Superstars to join their team. Follow the link to apply if you want to join the amazing SMS Family. All years, degrees and majors welcome - passion for Marketing is a must!\n\nApply Here: https://tinyurl.com/subcommsms2017\nFacebook Event: https://www.facebook.com/events/1247366255376913/\n\nApplications close 12am, 11 March 2017""",b'SMS Subcommittee Applications OPEN',event,https://www.facebook.com/events/1247366255376913/,2017-03-09 06:12:51,1,0,0
124462251040725_808639675956309,"b'Are you graduating this year and trying to secure a job? Or are you an aspiring business professional looking to get your foot in the door with an internship? \n\nCome along to the FMAA\xe2\x80\x99s Corporate Cocktails for an evening of drinks and canap\xc3\xa9s with the industry\xe2\x80\x99s top professional services and financial services firms. Students will have the opportunity to engage with recruiters and representatives, and learn more about our sponsor firms and their industries in an intimate networking environment.\n\nTo secure a place now at this sure to be sold-out event, buy your ticket here: http://tinyurl.com/FMAANSWCC2017. \n\nTo find out more, visit the event page here: https://www.facebook.com/events/1254638844630354/'",b'2017 FMAA NSW Corporate Cocktails Registration Form',link,http://tinyurl.com/FMAANSWCC2017,2017-03-09 04:44:49,4,0,0
124462251040725_808598345960442,"b'Welcome to the SUBS Fam!\n \nWe are the faculty society for the University of Sydney Business School, run by students, for students (aka your new best friends on campus).\n\nAll Business Students are a part of the society, but NOT automatically a registered member, so if you missed out signing up during O-Week you can do it here (it\xe2\x80\x99s free and anyone can join): http://subsmembership.getqpay.com \n \nOur motto: Work hard, Play harder.\n\nWe showcase the importance of balance in university life facilitating a range of social, academic and professional events on campus. \n \nFor new joiners we would highly recommend our First Year Camp as the best way to meet lots of fellow uni students quickly. Check it out here: https://tinyurl.com/SUBSfirstyearcamp \nFor everyone else check out our All Years Camp: SUBS\xe2\x80\xa2Chella: https://tinyurl.com/SUBSchella \nTickets for both camps are on sale now! \n \nOur social calendar for the first 6 weeks of semester:\nWeek 1 - selling merchandise in ABS \nWeek 2 - SUBS x EY Campus Takeover: http://tinyurl.com/EYtakeover \nWeek 3 - First Year Camp: Aussie Adventures  24-26th of March\nWeek 4 - SUBS\xe2\x80\xa2Chella: All Years Camp 31-2nd of April\nWeek 5 - Careers Fair\nWeek 6 - SUBS\xe2\x80\xa2Marine Cruise - 12th of April\n*every week there is SUBS Interfaculty Sport\n \nThe best way to stay up to date with our events and promos:\nAsk to join our Facebook Group: https://www.facebook.com/groups/1749145088651287/ (we will accept)\nFollow our insta: subsoc\nAnd add us on Snapchat: subsoc\n \nSee you around campus! \n\nLove SUBS'",,status,,2017-03-09 02:28:33,25,3,0
124462251040725_808445145975762,"b'Throughout March, Macquarie Group are holding a number of events in Sydney!\n \nOpportunities in STEM:\nWhen: Tuesday 14th of March, 6:00pm - 9:00pm\nWhere: Macquarie Group Office Sydney\nMacquarie Group is inviting talented and ambitious students who are currently in their Penultimate or Final Year of studying STEM (Science, Technology, Engineering and Mathematics) degrees to register and find out how they can utilise their degrees at Macquarie Group.\n \n \nFemale Business Series: Navigating Capital Markets\nWhen: Friday 17th of March, 2:00pm - 5:00pm\nWhere: Macquarie Group Office, Sydney\nWe are inviting final and penultimate year female university students to come into our headquarters to learn more about our operating groups and the diverse work you could be doing, and the work undertaken by each of our business groups.\n \nGraduate Opportunities Evening\nWhen: Thursday 21st of March, 12:00pm - 2:00pm\nWhere: Macquarie Group Office, Sydney\nWe are inviting talented and ambitious students who are in their final year to register for an evening of networking. We are interested in meeting motivated students from a variety of disciplines who are interested in learning about a career at Macquarie\n\nFor further details and eligibility requirements please visit macquarie.com/graduates'",b'Graduate jobs and Internship programs | Macquarie Careers',link,http://macquarie.com/graduates,2017-03-08 20:43:58,6,0,0
124462251040725_808060599347550,b'SUBS will be selling some of our glamourous merchandise to get you looking fresh for the new year. Be sure to pop in to grab a hoody or t-shirt while stocks last.\n\nTIME & DATE: 11am-2pm on Thursday 9th and Friday 10th March\nLOCATION: In front of ABS',b'Timeline Photos',photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.166658686821081.1073741825.124462251040725/808060599347550/?type=3,2017-03-08 03:48:30,10,0,0
124462251040725_807685036051773,"b""180 Degrees Consulting - The University of Sydney team leader and team member applications are now open for Semester 1 2017! \n\n180 Degrees Consulting is the world's largest student consultancy, providing services across the globe for charities, not-for-profits and social enterprises.\n\nApply today!\n\nTo find out more visit www.180dc.org/usyd""",b'180 Degrees Consulting - The University of Sydney',photo,https://www.facebook.com/180DegreesSydneyUniversity/photos/a.153560254801160.34384.148281365329049/785361214954391/?type=3,2017-03-07 18:13:21,0,0,0
124462251040725_807194679434142,"b""Do you want to experience what it is like to be part of a talented global team? Are you instinctively entrepreneurial and ambitious in nature? If you're determined to succeed Macquarie can help you reach your potential.\n\nMacquarie is looking for innovative, driven and talented students who share their drive for excellence. Applications for our 2018 Graduate Programs are now open for students in their final year of study.\n\nhttp://www.macquarie.com/au/about/careers/graduate""",b'Graduate jobs and Internship programs | Macquarie Careers',link,http://www.macquarie.com/au/about/careers/graduate,2017-03-07 02:47:29,1,0,0
124462251040725_806733362813607,"b'Undergrads: Do you need advice about your major or degree?\n\nThe Business School will be holding four sessions to provide students with an overview of how to understand course structure and rules, and plan their progression. Information has been emailed to all students\xe2\x80\x99 university email accounts.\n\n\xc2\xb7         1.00pm, Thursday 9 March\n\xc2\xb7         1.00pm, Monday 13 March\n\xc2\xb7         1.00 pm, Friday 17 March,\n\xc2\xb7         1.00 pm, Thursday 23 March\n \n\nThe Business School has major information videos available on Blackboard for all students to learn more about their major or other majors they might be considering.\n\nTo find the videos, log into Blackboard using your unikey, you will see the \xe2\x80\x9cCareers and Employability Office\xe2\x80\x9d under the heading \xe2\x80\x9ceCommunities\xe2\x80\x9d. The link to \xe2\x80\x9cUG Majors Information\xe2\x80\x9d is in the left-hand menu.'",b'Timeline Photos',photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.166658686821081.1073741825.124462251040725/806733362813607/?type=3,2017-03-06 04:40:02,5,1,0
124462251040725_806717896148487,"b""Attention all USYD First Years - Tickets for First Year Camp: Aussie Adventures go on sale TOMORROW MORNING, Tuesday the 7th of March, at 9am!! \n\nGet in quick to avoid missing out and leaving your lecture buds asking the question, so where the bloody hell were ya!! \n\nIf you have recently joined USYD this is the perfect opportunity to get to know fellow students and kick start uni life. You'll quickly understand our motto; Work Hard, Play Harder. \n\nYou can buy your tickets here: http://firstyearcampaussie.getqpay.com/ \n\nSee you all there. \n<3 SUBS""",b'SUBS presents First Year Camp: Aussie Adventures',event,https://www.facebook.com/events/1874271819528593/,2017-03-06 03:39:31,11,0,0
124462251040725_806176426202634,"b'Bored in between class, sitting in ABS cafe, buying yourself another coffee just to make your day go faster? We know the feeling, and so does EY! \n\nSUBS is excited to announce the EY Campus Takeover!\n\nThere will be inflatable soccer darts AND free fruit slushies right next to Eastern Avenue, proving to be the perfect place to stop off between your classes.'",b'SUBS x EY: Campus Takeover',event,https://www.facebook.com/events/100454630485838/,2017-03-05 03:46:12,8,0,0
124462251040725_804565709697039,"b'Ever considered a career in consulting? \n\nEY is now calling upon all students to take part in the SUBS + UNSW Business School x EY Case Competition.\n\nNo matter what discipline you\xe2\x80\x99re from, the opportunity to bring your ideas to life is being brought to you by EY. This competition involves forming potential solutions to complex and stimulating issues facing businesses today. \n\nThe top 2 teams from USYD and UNSW will compete for the top cash prize, to be revealed soon. An exclusive networking event with EY representatives will follow the presentations. Which university will come out on top?'",b'SUBS + UNSW Business School x EY: Case Competition',event,https://www.facebook.com/events/754119284746089/,2017-03-02 04:35:39,4,0,0
124462251040725_754119284746089,"b'Ever considered a career in consulting? This is your chance to test the waters and find out.\n\nRunning for its second year, and this time with the UNSW Business School, EY is now calling upon all students to take part in the SUBS + UNSW Business School x EY Case Competition.\n\nNo matter what discipline you\xe2\x80\x99re from, whether you specialise in business, law, or engineering; the opportunity to bring your ideas to life is being brought to you by EY.\n\nThis competition involves forming potential solutions to complex and stimulating issues facing businesses today. The case provided by EY will be challenging, and we advise all teams to allocate the time needed to best perform in each stage of the competition.\n\nFinals will be held at the EY offices, where the top 2 teams from USYD and UNSW will compete for the top cash prize of $1 500, plus mentoring. An exclusive networking event with EY representatives will follow the presentations. Which university will come out on top? \n\nEY is a leading, global professional services firm. In 2016, advisory was the fastest growing service-line of EY, providing an unparalleled opportunity for students to explore the work of an EY Advisory Consultant.\n\n---------------------------\n\nKEY UNIVERSITY OF SYDNEY DATES\n[detailed instructions will be emailed to teams at the beginning of each stage]\n\nFor UNSW students, head over to \xe2\x80\x98EY Case Competition: UNSW Business School verse SUBS\xe2\x80\x99 for your instructions https://www.eventbrite.com.au/e/ey-case-competition-unsw-business-school-versus-sydney-university-business-society-subs-tickets-32428696103\nPlease note that UNSW dates may differ up to finals.\n\nTEAM SIZE: 2-4 \n\nREGISTRATIONS: OPEN on the 13th of March and CLOSE on the 19th of March. Please click \xe2\x80\x98going\xe2\x80\x99 on the event to be notified of ALL case study announcements. \nhttps://goo.gl/forms/bud94pes9eRW4LC32\n\nCASE MATERIALS RELEASED: 20th March\nTeams will receive case materials and instructions via email.\n\nQUALIFYING SUBMISSION: 26th March\nAll University of Sydney submissions must be made to events@subsoc.com.au by the specified date and time - there are no concessions.\n\nPOST EVENT WORKSHOP: 29th March\nAll teams with a submission are invited to a post-event workshop, focusing on pitching and presenting skills. The TOP 8 teams will be announced at the conclusion of this workshop.\n\nCAMPUS HEATS: 3rd April\nTop 8 teams prepare and pitch their solutions in front of a panel of university judges. The TOP 2 teams will be announced as finalists.\n\nFINAL PRESENTATIONS AND NETWORKING: 6th April\nThe top 2 teams from the University of Sydney will meet with the top 2 teams selected from the University of New South Wales to pitch their ideas to EY in their offices. \n\n---------------------------\n\nSUBS'",b'SUBS + UNSW Business School x EY: Case Competition',event,https://www.facebook.com/events/754119284746089/,2017-03-02 04:10:50,3,0,0
124462251040725_803520056468271,"b'WANT 30% off CO OP TEXTBOOKS?!? \n\nThanks to QPAY and SUBS, discounted textbooks are coming to you! \xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\n\nCome visit our o week stall to collect a SUBS voucher for 30% off co op textbooks!! Use the Qpay app to redeem the offer.'",b'Timeline Photos',photo,https://www.facebook.com/SydneyUniversityBusinessSociety/photos/a.166658686821081.1073741825.124462251040725/803520056468271/?type=3,2017-02-28 04:07:09,17,4,0
124462251040725_803496059804004,"b""With only 10 days away, click attending now on the event! \nWe are excited to announce three more employers to the list of outstanding exhibitors attending Chartered Accountants Australia & New Zealand's Employment Evening 2017 - Sydney - Crowe Horwath, Mazars and Vincents.\n\nWith only 10 days away, click attending now on the event!""",b'Employment Evening 2017 - Sydney',event,https://www.facebook.com/events/1686975294925839/,2017-02-28 02:44:49,3,0,0
124462251040725_1874271819528593,"b""TICKET SALES AND TRANSFERS ARE NOW CLOSED!! \n\nG\xe2\x80\x99day chookas! Congratulations on choosing the best faculty at a top notch university you absolute legend.\n\nSUBS, the official University of Sydney Business School faculty society aka your new best mates are here to kick off your semester just right with the infamous SUBS FIRST YEAR CAMP. This is a 3-day camp to meet fellow First Years, get involved early and learn first-hand what uni is all about \xe2\x80\x93 working hard and playing harder.\n\nWho can attend? If you are about to start your first year of a business-related degree, you mighty well are welcome to join us on this ripper of a weekend. This means B.Comm, B.Comm (Lib), B. Eco, and all of the above with a double degree! If you're not in your first year and wanna come on a camp, checkout our SUBS\xe2\x80\xa2CHELLA event. \n\nAustralian Legends will rule the theme, and anything less than mullets, singlets and lynx Africa are simply sub par. Unless you can grow a moustache to rival Mitchell Johnson, in which case no mullet required. With a limited number of places to cement your place as an Aussie icon, we suggest you get in quick because tickets do sell out fast. \n\nTicket price includes accommodation for 2 nights, all food and drinks for the duration, buses to and from the camp departing from USYD, unlimited alcohol and good times.\n\nHere are some testimonials from notable SUBS Alumni:\n\n\xe2\x80\x9cHad the best time aye, the SUBS gang are absolute rippas of a bunch\xe2\x80\x9d \xe2\x80\x93 Shannon Noll (Bachelor of Robbery, 2003)\n\n\xe2\x80\x9cYeah the boys\xe2\x80\x9d \xe2\x80\x93 John Howard (Bachelor of Commerce/Laws, 500BC)\n\nBuy your tickets here: http://firstyearcampaussie.getqpay.com  \n-------------------------------------------------------------------\n\nDATE: 24th to 26th March 2017\n\nLOCATION: Webbs Creek\n\nTheme Night 1 - Express Yourself \nTheme Night 2 - Aussie Adventures/Icons (get creative)  \n\nPRICE: \nAccess $184 + booking fee\nNon-Access $190  + booking fee\n\nBuses will be departing USYD from 3:30pm on Friday the 24th of March. \n\nFor any questions, please email events@subsoc.com.au or message our Facebook page.\n\n-------------------------------------------------------------------\n\nLots of Love\nSUBS \xe2\x99\xa5\n\nSydney University Business Society supports the responsible service of alcohol.\n\n***\nStay up to date and like SUBS:\nFacebook Page: Sydney University Business Society (SUBS)\nFacebook Group: https://www.facebook.com/groups/1749145088651287/\nInstagram: subsoc\nSnapchat: subsoc""",b'SUBS presents First Year Camp: Aussie Adventures',event,https://www.facebook.com/events/1874271819528593/,2017-02-26 03:24:01,1,0,0
124462251040725_801749656645311,,,status,,2017-02-24 22:36:24,1,0,0
124462251040725_800240336796243,"b'Ever wished to be an analyst in an Investment Consulting team? \n\nWillis Towers Watson is calling all graduates for the opportunity to join their Investment Consulting team in both Sydney AND Melbourne! \n\nCommencing in Febuary 2018, in the role, you will have immediate exposure to client assignments that will draw on your imagination and creativity, as well as your ability to analyse data, draw conclusions and present results. \n\nApplications are open now!\n\nIn Melbourne: https://careers.willistowerswatson.com/job/graduate-analyst-investment-consulting-melbourne/J3J4NL6CTLQP0LLWDHS/\n\nIn Sydney: https://careers.willistowerswatson.com/job/graduate-analyst-investment-consulting-sydney/J3G36575QV9J30HL090/'","b'Graduate Analyst - Investment Consulting, Melbourne in Melbourne | Careers - Willis Towers Watson'",link,https://careers.willistowerswatson.com/job/graduate-analyst-investment-consulting-melbourne/J3J4NL6CTLQP0LLWDHS/,2017-02-22 05:20:49,2,0,0
124462251040725_799194566900820,"b'Need another reason to go to Chartered Accountants Australia & New Zealand upcoming Employment Evening 2017 - Sydney? Want a chance to engage with a tech company who is focused on the future of your industry? \n\nMYOB is pioneering tools that are changing accounting forever, are looking forward to chatting with students at the upcoming Employment Evening! Come and chat with MYOB is pionerring tools that are changing accounting forever. \n\nFind out more at http://www.myob.com.\n\nClick attending on the event and keep updated with information on the event!'",b'Chartered Accountants Australia & New Zealand',photo,https://www.facebook.com/charteredaccountants/photos/gm.1714741455482556/10154998690193491/?type=3,2017-02-20 03:41:20,1,0,0
124462251040725_798620136958263,"b""IT IS TIME. TICKETS ARE NOW LIVE TO THE FIRST OFFICIAL ALL YEARS CAMP: SUBS\xe2\x80\xa2CHELLA! \n\nThe fun doesn\xe2\x80\x99t have to end after first year! Tickets are selling faster than spilt milk so get in NOW so you don't miss out!\n\nNOTE - Cabin arrangements will be organised at a later date. Buy your ticket now and worry about the rest later. :)\n\nBUY HERE: http://subschella.getqpay.com\n\nEVENT: https://tinyurl.com/SUBSchella\n\n*This is not first years camp - that will be released shortly!""",b'QPay - Get Tickets',link,http://subschella.getqpay.com/,2017-02-19 00:22:42,5,0,0
124462251040725_796070740546536,b'Ready to relive first years camp? Prepare your flower crowns and metallic tattoos as subs brings you our very first all years camp: SUBSchella',b'The Sydney University Business Society presents: SUBSchella',event,https://www.facebook.com/events/1699485217009717/,2017-02-15 03:00:03,7,0,0
124462251040725_1699485217009717,"b""Ticket Sales are now closed!! \n\nRegret not coming to First Years Camp? Wanting to relive those precious memories?\n\nYou spoke, SUBS answered.\n\nPrepare your metallic tattoos, your flower crowns and any other items necessary for the gram, as we bring you the festival of lace and round shades to our very own backyard with SUBS\xc2\xb7CHELLA - our first ever camp for second years, grad students and all who fall in between.\n\nEase back into semester with a weekend bender of bangers, bevvies and banter at Webbs Creek. \n\nGiven the recent announcement of twins, Beyonce sends her apologies for not being able to headline this year, but we are in the works of securing Mrs. Carter for 2018. In her absence, Kan-drink Lamar will be taking the stage alongside DJ Snake (a DJ + Snakes), Empire of (the sun), and a Galan-tis of goon.\n\nTheme Night 1 - White T-Shirt (Sharpie Night)\nTheme Night 2 - COACHELLA\n\n-------------------------------------------------------------------\n\nDATE: 31st March to 2nd April 2017\n\nLOCATION: Webbs Creek\n\nTicket price includes 2 nights of partying at our lost paradise Webbs Creek, unlimited alcohol, all food and drinks for the duration, buses to and from the camp departing from USYD, accommodation as well as good times and great classic hits.\n\nInformation regarding booking cabins will be released shortly. Cabins fit 8 or 10 people and for the first time we\xe2\x80\x99ve got a BYO tent option for some added Coachella vibes.\n\nPRICE:\n1st release - $184 Access, $190 Non Access (+ booking fee)\n\nBuses will be departing USYD from 3:30pm on Friday the 31st of March.\n\nFor any questions, please email events@subsoc.com.au or message our Facebook page.\n\n-------------------------------------------------------------------\n\nSo get your braids on and your (man) buns out because this is a camp you won\xe2\x80\x99t want to miss.\n\nDon't forget your inflatable swan for tanning on the river and clothes fit to take on the Mud Pit straight outta Camp Orange.\n\nLots of Love\nSUBS \xe2\x99\xa5\n\nSydney University Business Society supports the responsible service of alcohol.\n\n***\nStay up to date and like SUBS:\nFacebook Page: Sydney University Business Society (SUBS)\nFacebook Group: \nhttps://www.facebook.com/groups/1749145088651287/\nInstagram: subsoc\nSnapchat: subsoc""",b'The Sydney University Business Society presents: SUBSchella',event,https://www.facebook.com/events/1699485217009717/,2017-02-12 03:27:09,1,0,0
124462251040725_782537791899831,"b""Network with the world's top employers at the Chartered Accountants Australia & New Zealand's Employment Evening on March 9th.\n\nRegistrations are now open - don't miss your chance to attend! \nhttp://events.charteredaccountantsanz.com/d/pvqcy9?RefID=fbeventNSW""",b'Employment Evening 2017 - Sydney',event,https://www.facebook.com/events/1686975294925839/,2017-01-22 16:54:54,2,1,0
